,Age,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
794,34,No,Travel_Frequently,Life Sciences,1,3,Healthcare Representative,4,Single,0,No,7,1,6,2,4
795,37,No,Travel_Rarely,Life Sciences,4,2,Sales Executive,4,Divorced,2,Yes,8,5,1,0,0
796,25,Yes,Travel_Rarely,Technical Degree,4,3,Laboratory Technician,4,Married,1,Yes,7,3,7,7,6
797,26,Yes,Travel_Rarely,Medical,1,3,Laboratory Technician,3,Divorced,1,No,1,0,1,1,0
798,33,Yes,Travel_Rarely,Medical,1,2,Research Scientist,2,Single,4,Yes,5,0,2,2,2
799,42,No,Travel_Rarely,Medical,4,3,Manager,1,Married,0,No,23,3,22,6,7
800,28,Yes,Travel_Frequently,Medical,1,2,Laboratory Technician,2,Divorced,1,No,1,2,1,0,0
801,50,Yes,Travel_Frequently,Other,4,3,Sales Executive,3,Single,3,Yes,5,4,0,0,0
802,33,No,Travel_Frequently,Life Sciences,4,3,Sales Executive,2,Married,0,No,4,3,3,2,2
803,34,No,Non-Travel,Life Sciences,3,2,Research Scientist,4,Married,3,No,6,2,0,0,0
804,48,No,Non-Travel,Medical,1,4,Manager,4,Single,2,No,27,3,5,4,1
805,45,No,Non-Travel,Life Sciences,2,2,Sales Executive,3,Married,1,No,15,2,15,10,12
806,52,No,Travel_Rarely,Life Sciences,2,3,Healthcare Representative,2,Single,7,No,18,4,8,6,0
807,38,No,Travel_Rarely,Marketing,3,2,Sales Executive,3,Divorced,0,Yes,9,2,8,7,7
808,29,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,4,Divorced,4,No,11,1,7,5,7
809,28,No,Travel_Rarely,Medical,4,3,Manufacturing Director,2,Divorced,0,No,10,3,9,7,7
810,46,No,Travel_Rarely,Marketing,1,3,Manager,3,Married,3,No,23,3,12,9,9
811,38,No,Travel_Rarely,Marketing,4,3,Sales Executive,2,Single,7,No,10,2,1,0,0
812,43,No,Travel_Frequently,Life Sciences,3,3,Manufacturing Director,1,Married,8,No,18,1,8,7,1
813,39,Yes,Travel_Frequently,Life Sciences,1,3,Healthcare Representative,4,Divorced,7,No,21,4,18,7,5
814,40,No,Travel_Rarely,Medical,3,2,Research Director,3,Single,1,No,21,2,20,7,9
815,21,No,Travel_Rarely,Technical Degree,4,2,Research Scientist,2,Single,1,Yes,2,6,2,2,2
816,39,No,Non-Travel,Life Sciences,3,3,Laboratory Technician,2,Single,9,No,9,2,5,4,3
817,36,No,Non-Travel,Life Sciences,1,3,Manufacturing Director,4,Single,2,No,18,0,11,9,9
818,31,No,Travel_Frequently,Life Sciences,3,4,Sales Representative,4,Married,0,No,3,4,2,2,2
819,28,No,Travel_Rarely,Life Sciences,1,2,Research Scientist,2,Married,0,No,6,2,5,3,4
820,35,No,Travel_Frequently,Marketing,4,3,Sales Executive,4,Divorced,1,No,5,3,5,2,2
821,49,No,Travel_Rarely,Technical Degree,4,2,Sales Executive,2,Married,6,No,22,3,9,8,3
822,34,No,Travel_Frequently,Life Sciences,4,3,Manufacturing Director,3,Single,2,No,5,3,3,2,2
823,29,No,Travel_Frequently,Life Sciences,4,3,Research Scientist,2,Divorced,0,No,8,2,7,5,1
824,42,No,Travel_Rarely,Medical,2,1,Laboratory Technician,4,Single,4,No,16,3,1,0,0
825,29,No,Travel_Rarely,Medical,2,2,Manufacturing Director,4,Married,1,Yes,10,2,10,7,2
826,38,No,Travel_Rarely,Human Resources,3,4,Human Resources,3,Married,1,No,7,2,7,6,0
827,28,No,Travel_Frequently,Life Sciences,3,2,Research Scientist,3,Divorced,1,Yes,3,2,3,1,2
828,18,Yes,Non-Travel,Medical,3,3,Laboratory Technician,3,Single,1,No,0,0,0,0,0
829,33,Yes,Travel_Rarely,Marketing,1,3,Sales Executive,1,Single,0,Yes,6,3,5,2,3
830,41,No,Travel_Rarely,Life Sciences,2,3,Laboratory Technician,4,Married,3,Yes,6,4,1,0,0
831,31,Yes,Travel_Frequently,Medical,3,3,Laboratory Technician,3,Married,1,No,2,5,2,2,2
832,37,No,Travel_Rarely,Medical,3,2,Healthcare Representative,4,Divorced,7,No,9,2,6,2,3
833,27,No,Travel_Rarely,Life Sciences,4,2,Research Scientist,3,Married,1,No,4,0,4,2,2
834,34,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,3,Married,1,No,6,3,6,5,3
835,35,No,Travel_Rarely,Technical Degree,3,3,Human Resources,3,Single,1,No,6,2,5,4,4
836,29,Yes,Travel_Rarely,Life Sciences,4,2,Sales Executive,1,Married,1,No,11,3,11,8,10
837,40,No,Travel_Frequently,Medical,2,3,Research Director,3,Single,9,No,20,3,18,7,13
838,42,Yes,Travel_Frequently,Life Sciences,3,3,Sales Executive,1,Single,0,Yes,22,2,21,9,14
839,42,No,Travel_Rarely,Marketing,2,3,Sales Executive,1,Single,7,No,9,3,6,4,5
840,35,No,Travel_Rarely,Medical,4,2,Laboratory Technician,3,Married,6,No,10,2,8,0,7
841,24,No,Travel_Rarely,Medical,4,3,Laboratory Technician,2,Single,8,No,6,2,4,3,2
842,28,Yes,Travel_Rarely,Life Sciences,3,3,Laboratory Technician,4,Married,1,Yes,1,4,1,1,0
843,26,No,Travel_Rarely,Medical,1,4,Laboratory Technician,4,Married,1,No,8,2,8,7,7
844,30,No,Travel_Rarely,Marketing,3,2,Sales Executive,3,Married,1,No,10,3,10,3,4
845,40,No,Travel_Frequently,Medical,3,2,Research Scientist,4,Married,3,Yes,16,3,1,1,0
846,35,No,Travel_Rarely,Life Sciences,3,2,Manufacturing Director,2,Divorced,2,No,15,2,7,7,4
847,34,No,Travel_Frequently,Medical,4,2,Healthcare Representative,1,Single,0,No,14,3,13,9,9
848,35,No,Travel_Frequently,Other,4,2,Laboratory Technician,4,Married,1,No,2,2,2,2,2
849,43,Yes,Travel_Rarely,Marketing,1,1,Sales Executive,3,Single,8,No,7,2,4,3,3
850,32,No,Non-Travel,Life Sciences,3,3,Sales Representative,1,Divorced,1,No,1,3,1,0,0
851,56,No,Travel_Rarely,Technical Degree,4,3,Manager,1,Divorced,4,No,28,2,5,2,2
852,29,No,Travel_Rarely,Medical,2,3,Laboratory Technician,4,Married,1,No,10,5,10,8,8
853,19,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,1,Single,1,No,1,4,1,1,0
854,45,No,Travel_Rarely,Medical,1,3,Research Scientist,3,Married,4,Yes,7,2,3,2,2
855,37,No,Travel_Rarely,Life Sciences,4,2,Manufacturing Director,4,Married,1,No,14,2,14,8,11
856,20,No,Travel_Rarely,Life Sciences,1,2,Laboratory Technician,3,Single,1,No,2,2,2,2,2
857,44,Yes,Travel_Rarely,Life Sciences,3,3,Research Scientist,3,Single,1,Yes,6,4,6,4,2
858,53,No,Travel_Rarely,Medical,4,3,Manager,3,Divorced,3,No,26,6,7,7,7
859,29,No,Travel_Rarely,Life Sciences,2,1,Research Scientist,4,Married,0,Yes,6,2,5,4,3
860,22,Yes,Travel_Frequently,Life Sciences,3,2,Research Scientist,4,Married,0,Yes,1,5,0,0,0
861,46,No,Travel_Rarely,Marketing,3,3,Manager,1,Married,8,No,28,2,26,15,9
862,44,No,Non-Travel,Life Sciences,4,1,Research Scientist,3,Single,2,No,6,3,0,0,0
863,33,No,Travel_Rarely,Human Resources,2,3,Human Resources,3,Married,1,No,5,2,5,4,4
864,41,Yes,Non-Travel,Life Sciences,1,2,Research Scientist,1,Divorced,6,No,5,2,1,0,0
865,30,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,1,Divorced,8,No,8,3,4,3,3
866,40,No,Travel_Frequently,Medical,2,3,Sales Executive,2,Married,5,No,5,2,0,0,0
867,50,No,Travel_Frequently,Medical,4,3,Manager,1,Married,2,No,32,3,2,2,2
868,28,No,Travel_Rarely,Medical,4,2,Laboratory Technician,1,Married,1,No,6,2,6,5,3
869,46,No,Travel_Rarely,Life Sciences,4,3,Research Director,2,Married,5,No,25,2,4,2,3
870,35,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,1,Married,3,Yes,15,2,7,7,7
871,24,Yes,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,2,Married,1,No,1,3,1,0,0
872,33,No,Travel_Frequently,Medical,2,3,Sales Executive,3,Married,1,No,10,3,10,7,1
873,36,No,Travel_Rarely,Life Sciences,3,1,Laboratory Technician,3,Divorced,1,No,7,4,7,7,7
874,30,No,Travel_Rarely,Life Sciences,3,3,Laboratory Technician,3,Divorced,1,No,10,4,10,7,9
875,44,No,Travel_Rarely,Other,4,3,Research Scientist,4,Single,1,No,20,3,20,11,17
876,20,No,Travel_Rarely,Marketing,3,4,Sales Representative,4,Single,1,No,2,2,2,1,2
877,46,No,Travel_Rarely,Technical Degree,4,3,Manufacturing Director,4,Divorced,2,No,12,3,6,3,4
878,42,No,Non-Travel,Medical,4,4,Human Resources,1,Married,7,No,10,3,4,3,3
879,60,No,Travel_Rarely,Marketing,2,4,Sales Executive,4,Divorced,0,Yes,12,3,11,7,9
880,32,No,Travel_Frequently,Other,3,2,Laboratory Technician,2,Married,1,No,2,2,2,2,2
881,32,No,Travel_Frequently,Life Sciences,4,3,Research Scientist,3,Single,4,Yes,10,2,8,7,7
882,36,No,Travel_Rarely,Technical Degree,3,1,Manufacturing Director,1,Divorced,2,Yes,17,2,7,7,7
883,33,No,Travel_Rarely,Medical,1,3,Research Scientist,4,Married,0,No,15,5,14,10,10
884,40,No,Travel_Rarely,Technical Degree,2,2,Sales Executive,2,Divorced,7,No,7,2,5,1,3
885,25,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,4,Single,0,No,5,4,4,3,1
886,30,No,Travel_Rarely,Medical,4,3,Research Scientist,2,Married,0,Yes,12,2,11,9,7
887,42,No,Travel_Frequently,Medical,1,3,Research Director,1,Married,3,Yes,20,6,1,0,0
888,35,No,Non-Travel,Marketing,3,2,Sales Executive,4,Married,4,Yes,16,6,13,2,12
889,27,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,1,Married,1,Yes,9,3,9,7,8
890,54,No,Travel_Frequently,Life Sciences,4,3,Manufacturing Director,3,Divorced,7,No,33,2,5,4,4
891,44,No,Travel_Rarely,Life Sciences,1,4,Research Scientist,4,Married,1,No,10,5,10,5,7
892,19,Yes,Non-Travel,Medical,1,2,Research Scientist,2,Single,1,Yes,1,2,1,1,0
893,29,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,4,Divorced,1,No,3,5,3,2,2
894,54,No,Travel_Rarely,Life Sciences,4,3,Research Director,4,Married,3,No,36,2,10,9,9
895,31,No,Travel_Rarely,Medical,3,3,Healthcare Representative,1,Married,1,Yes,6,2,6,5,1
896,31,No,Travel_Rarely,Medical,3,2,Healthcare Representative,1,Single,1,No,10,2,10,9,8
897,59,No,Travel_Rarely,Life Sciences,3,2,Sales Executive,4,Single,5,No,13,2,6,1,5
898,43,No,Travel_Rarely,Life Sciences,3,1,Research Director,4,Married,3,No,25,2,8,7,7
899,49,No,Travel_Rarely,Medical,1,2,Manager,3,Married,2,No,23,2,1,0,0
900,36,No,Travel_Frequently,Technical Degree,3,3,Research Scientist,2,Married,1,No,12,2,11,10,7
901,48,No,Travel_Rarely,Technical Degree,4,4,Laboratory Technician,2,Single,5,No,7,4,1,0,0
902,27,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,3,Divorced,1,No,5,2,5,3,3
903,29,No,Travel_Rarely,Life Sciences,3,3,Healthcare Representative,4,Divorced,1,Yes,6,2,6,0,0
904,48,No,Travel_Rarely,Life Sciences,4,2,Research Director,4,Single,6,No,25,3,1,0,0
905,29,No,Travel_Rarely,Life Sciences,4,2,Research Director,4,Divorced,3,No,9,2,7,7,7
906,34,No,Travel_Rarely,Technical Degree,3,4,Research Scientist,3,Married,0,No,2,5,1,0,0
907,44,No,Travel_Rarely,Marketing,2,3,Manager,2,Married,7,No,26,5,22,9,10
908,33,No,Travel_Rarely,Marketing,4,4,Sales Executive,3,Divorced,0,Yes,10,3,9,8,8
909,19,No,Travel_Rarely,Life Sciences,2,4,Research Scientist,4,Single,1,Yes,1,2,1,0,1
910,23,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,3,Married,1,No,1,2,1,0,1
911,25,Yes,Travel_Frequently,Life Sciences,3,1,Sales Representative,4,Single,1,Yes,1,4,1,0,0
912,26,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,4,Single,1,Yes,8,2,8,5,2
913,45,Yes,Travel_Rarely,Marketing,1,1,Manager,2,Single,2,Yes,26,2,24,10,11
914,55,No,Non-Travel,Medical,4,2,Healthcare Representative,2,Divorced,1,Yes,34,3,33,9,0
915,21,Yes,Travel_Frequently,Life Sciences,1,2,Laboratory Technician,3,Single,1,No,2,2,2,2,2
916,46,No,Travel_Rarely,Marketing,4,2,Manager,2,Married,2,No,26,2,11,4,8
917,34,No,Travel_Rarely,Marketing,3,3,Sales Executive,1,Single,0,Yes,4,3,3,2,2
918,51,No,Travel_Frequently,Life Sciences,4,3,Manager,2,Divorced,4,Yes,31,5,29,10,10
919,59,No,Travel_Rarely,Medical,4,3,Manufacturing Director,4,Single,6,No,25,6,9,7,4
920,34,No,Travel_Frequently,Medical,3,3,Laboratory Technician,2,Divorced,4,No,15,2,11,8,10
921,28,No,Travel_Frequently,Medical,4,3,Laboratory Technician,3,Single,0,Yes,5,2,4,2,2
922,44,No,Travel_Rarely,Life Sciences,3,4,Manager,1,Divorced,1,No,26,4,25,9,13
923,34,No,Travel_Frequently,Life Sciences,3,2,Human Resources,2,Married,4,No,14,5,10,9,8
924,35,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,3,Married,0,Yes,4,3,3,2,2
925,42,No,Travel_Rarely,Medical,2,4,Research Scientist,2,Married,6,Yes,18,2,1,0,0
926,43,No,Travel_Rarely,Marketing,4,2,Sales Executive,4,Single,3,No,23,3,21,7,17
927,36,No,Travel_Rarely,Life Sciences,3,3,Manufacturing Director,2,Single,9,Yes,18,2,16,14,12
928,44,Yes,Travel_Rarely,Medical,1,3,Healthcare Representative,4,Married,1,No,10,2,10,7,5
929,28,No,Travel_Frequently,Life Sciences,4,2,Laboratory Technician,4,Married,1,Yes,2,2,2,2,2
930,51,No,Travel_Frequently,Medical,2,2,Laboratory Technician,3,Single,0,No,8,6,7,0,7
931,30,No,Non-Travel,Medical,3,3,Manufacturing Director,3,Single,7,Yes,10,3,8,4,7
932,29,Yes,Travel_Rarely,Technical Degree,2,3,Laboratory Technician,3,Divorced,3,Yes,10,2,7,7,7
933,28,No,Travel_Rarely,Technical Degree,4,3,Research Scientist,1,Single,2,No,5,2,3,2,2
934,25,No,Travel_Rarely,Medical,4,3,Research Scientist,2,Single,1,No,2,3,2,2,1
935,32,No,Travel_Rarely,Medical,3,4,Sales Executive,4,Married,1,No,10,4,10,7,8
936,45,No,Travel_Frequently,Medical,2,3,Manager,2,Single,3,No,22,4,0,0,0
937,39,No,Travel_Rarely,Medical,3,2,Manager,2,Divorced,6,Yes,21,4,19,9,2
938,58,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,3,Divorced,1,No,2,3,2,2,2
939,32,Yes,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,3,Married,1,No,10,3,10,4,1
940,39,Yes,Travel_Rarely,Medical,3,3,Research Scientist,1,Single,0,No,6,2,5,2,3
941,30,No,Travel_Rarely,Technical Degree,1,2,Laboratory Technician,4,Married,0,No,10,6,9,2,7
942,36,No,Travel_Rarely,Technical Degree,4,3,Healthcare Representative,3,Married,3,No,10,0,7,7,7
943,46,No,Travel_Rarely,Life Sciences,4,3,Human Resources,1,Single,6,No,10,3,7,6,7
944,28,No,Non-Travel,Life Sciences,3,1,Laboratory Technician,4,Married,0,No,10,6,9,8,5
945,50,No,Travel_Rarely,Life Sciences,4,3,Research Director,1,Married,4,Yes,25,2,3,2,2
946,40,Yes,Travel_Rarely,Marketing,4,2,Sales Executive,2,Single,2,Yes,9,2,5,4,0
947,52,Yes,Travel_Rarely,Life Sciences,2,3,Sales Executive,2,Single,9,Yes,10,2,8,7,7
948,30,No,Travel_Rarely,Medical,2,3,Manager,1,Married,1,Yes,9,2,9,1,8
949,39,No,Travel_Rarely,Life Sciences,1,3,Manufacturing Director,3,Single,0,No,9,6,8,7,7
950,31,No,Non-Travel,Life Sciences,4,3,Sales Executive,3,Divorced,1,Yes,10,5,10,8,6
951,41,No,Non-Travel,Medical,3,1,Sales Executive,2,Single,1,No,19,4,19,2,9
952,31,Yes,Travel_Frequently,Life Sciences,4,3,Sales Representative,2,Single,1,Yes,3,2,3,2,2
953,44,Yes,Travel_Rarely,Life Sciences,1,3,Laboratory Technician,1,Married,4,No,10,4,3,2,2
954,42,No,Non-Travel,Life Sciences,3,3,Manager,3,Married,0,Yes,21,3,20,8,10
955,55,No,Travel_Rarely,Medical,4,1,Manager,3,Married,4,No,23,5,19,9,11
956,56,No,Travel_Rarely,Life Sciences,4,3,Manager,2,Single,6,No,36,4,7,3,7
957,40,No,Non-Travel,Life Sciences,3,3,Research Scientist,3,Divorced,9,No,6,0,4,2,0
958,34,No,Travel_Rarely,Life Sciences,4,3,Healthcare Representative,4,Divorced,0,No,10,0,9,7,6
959,40,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,4,Single,1,No,9,4,9,8,8
960,41,No,Travel_Frequently,Marketing,3,3,Sales Executive,1,Divorced,0,No,10,2,9,3,7
961,35,No,Travel_Frequently,Life Sciences,3,3,Research Scientist,3,Single,1,Yes,9,3,9,6,1
962,51,No,Travel_Rarely,Life Sciences,3,3,Manager,2,Divorced,1,Yes,33,2,33,9,10
963,38,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,1,Divorced,3,No,11,3,7,7,7
964,34,No,Travel_Rarely,Medical,3,3,Sales Executive,1,Single,1,No,10,6,10,8,6
965,25,No,Travel_Rarely,Medical,4,3,Laboratory Technician,4,Married,3,No,7,6,3,2,2
966,58,Yes,Travel_Rarely,Medical,3,2,Manufacturing Director,1,Married,7,Yes,31,0,10,9,9
967,40,No,Travel_Rarely,Life Sciences,2,3,Laboratory Technician,2,Married,3,No,7,3,4,2,3
968,36,No,Travel_Frequently,Marketing,1,4,Sales Executive,1,Married,2,No,17,2,15,7,13
969,48,No,Travel_Rarely,Life Sciences,4,3,Manufacturing Director,4,Single,1,No,11,2,10,9,8
970,27,No,Travel_Rarely,Medical,3,4,Sales Representative,4,Married,8,No,5,4,1,0,0
971,51,No,Travel_Rarely,Technical Degree,4,2,Manufacturing Director,2,Single,3,No,29,1,5,2,3
972,18,No,Non-Travel,Life Sciences,4,3,Laboratory Technician,4,Single,1,No,0,5,0,0,0
973,35,No,Travel_Rarely,Medical,4,2,Laboratory Technician,4,Married,0,No,10,0,9,7,0
974,27,No,Travel_Frequently,Life Sciences,4,1,Sales Executive,4,Single,3,No,8,3,6,2,0
975,55,Yes,Travel_Rarely,Marketing,1,4,Sales Executive,3,Single,6,Yes,24,2,19,7,8
976,56,No,Travel_Rarely,Life Sciences,4,3,Manufacturing Director,2,Married,4,Yes,33,0,19,16,9
977,34,No,Non-Travel,Technical Degree,1,2,Research Scientist,3,Divorced,1,No,5,2,5,4,0
978,40,No,Travel_Rarely,Medical,2,4,Healthcare Representative,3,Divorced,5,No,15,0,12,11,8
979,34,No,Travel_Rarely,Medical,2,3,Laboratory Technician,3,Married,4,No,10,1,8,7,7
980,31,Yes,Travel_Frequently,Life Sciences,3,2,Sales Representative,4,Single,7,No,3,3,1,0,0
981,35,Yes,Travel_Frequently,Marketing,4,3,Sales Executive,3,Married,0,Yes,5,0,4,2,2
982,38,No,Travel_Frequently,Life Sciences,4,4,Research Scientist,3,Divorced,1,No,4,2,4,2,3
983,34,No,Travel_Rarely,Technical Degree,3,3,Healthcare Representative,4,Single,1,No,14,2,14,11,11
984,28,No,Travel_Rarely,Life Sciences,3,2,Sales Executive,1,Married,1,No,5,0,5,3,4
985,31,Yes,Travel_Rarely,Medical,4,3,Manufacturing Director,3,Married,1,Yes,10,3,10,2,7
986,39,No,Travel_Rarely,Life Sciences,1,2,Sales Executive,4,Married,3,Yes,8,2,5,4,4
987,51,No,Travel_Frequently,Marketing,2,3,Sales Executive,2,Married,2,No,14,5,4,2,2
988,41,No,Travel_Frequently,Life Sciences,4,3,Research Scientist,4,Divorced,3,Yes,12,4,6,2,3
989,37,No,Travel_Rarely,Life Sciences,3,3,Research Scientist,3,Married,7,Yes,8,2,6,4,3
990,33,No,Travel_Frequently,Life Sciences,2,3,Sales Executive,4,Married,6,No,8,2,5,4,2
991,32,No,Travel_Rarely,Marketing,3,3,Sales Executive,2,Married,0,Yes,4,3,3,2,2
992,39,No,Non-Travel,Life Sciences,3,3,Healthcare Representative,3,Married,3,No,13,2,6,4,5
993,25,No,Travel_Rarely,Life Sciences,1,4,Sales Executive,3,Married,2,No,6,3,3,2,2
994,52,No,Travel_Frequently,Medical,4,4,Manufacturing Director,3,Married,2,Yes,24,3,5,3,2
995,43,No,Travel_Rarely,Medical,1,2,Research Scientist,3,Single,1,Yes,20,3,20,7,8
996,27,No,Travel_Rarely,Marketing,4,2,Sales Executive,4,Married,1,Yes,6,3,6,2,4
997,27,Yes,Travel_Rarely,Life Sciences,4,3,Research Scientist,3,Single,1,Yes,8,2,8,2,7
998,26,No,Travel_Rarely,Medical,1,2,Research Scientist,4,Single,0,No,5,2,4,3,1
999,42,No,Travel_Rarely,Human Resources,3,3,Manager,1,Married,0,No,21,5,20,7,9
1000,52,No,Travel_Rarely,Other,3,3,Laboratory Technician,1,Married,9,No,12,2,5,4,4
1001,37,No,Travel_Rarely,Medical,1,3,Laboratory Technician,3,Single,4,No,8,6,3,2,2
1002,35,No,Travel_Frequently,Life Sciences,3,3,Manufacturing Director,4,Single,2,No,10,2,2,2,2
1003,25,No,Travel_Rarely,Technical Degree,1,3,Laboratory Technician,4,Married,4,No,7,2,3,2,2
1004,26,No,Travel_Rarely,Other,3,4,Laboratory Technician,1,Single,0,No,8,2,7,7,7
1005,29,No,Travel_Rarely,Other,2,2,Human Resources,1,Single,1,No,10,3,10,9,9
1006,49,Yes,Travel_Frequently,Life Sciences,1,2,Laboratory Technician,1,Single,3,No,20,2,4,3,3
1007,29,Yes,Travel_Frequently,Other,3,3,Healthcare Representative,4,Single,0,Yes,9,1,8,7,7
1008,54,No,Travel_Rarely,Medical,4,3,Research Director,4,Single,6,No,29,3,20,7,7
1009,58,No,Travel_Rarely,Medical,4,3,Research Director,1,Married,3,Yes,32,3,9,8,5
1010,55,No,Travel_Rarely,Medical,2,4,Research Director,4,Divorced,2,No,31,4,7,7,0
1011,36,No,Travel_Rarely,Marketing,1,3,Sales Executive,2,Single,3,Yes,15,3,5,4,1
1012,31,Yes,Travel_Frequently,Life Sciences,2,1,Sales Representative,3,Single,1,No,1,3,1,0,0
1013,30,No,Travel_Rarely,Marketing,4,3,Sales Executive,1,Divorced,7,No,8,3,3,2,2
1014,31,No,Travel_Rarely,Life Sciences,1,3,Research Director,2,Single,3,No,9,3,3,2,0
1015,34,No,Travel_Frequently,Other,4,3,Research Scientist,1,Divorced,5,No,10,2,4,3,3
1016,31,Yes,Travel_Rarely,Life Sciences,1,2,Research Scientist,2,Single,1,No,1,3,1,0,0
1017,27,No,Travel_Rarely,Life Sciences,2,3,Laboratory Technician,1,Married,0,No,6,3,5,0,4
1018,36,No,Travel_Rarely,Life Sciences,1,2,Laboratory Technician,4,Single,1,No,10,2,10,4,8
1019,36,No,Travel_Rarely,Marketing,3,2,Sales Executive,1,Married,4,No,11,3,3,2,2
1020,47,No,Travel_Rarely,Technical Degree,1,3,Research Scientist,4,Married,7,No,17,2,6,5,2
1021,25,Yes,Travel_Rarely,Life Sciences,1,2,Sales Representative,1,Married,3,No,6,2,3,2,2
1022,37,No,Non-Travel,Technical Degree,3,4,Laboratory Technician,3,Single,0,No,7,2,6,5,3
1023,56,No,Travel_Rarely,Life Sciences,1,3,Research Scientist,1,Married,2,No,5,3,3,2,0
1024,47,No,Travel_Rarely,Medical,1,3,Research Director,3,Married,3,No,26,2,20,17,6
1025,24,No,Travel_Rarely,Medical,4,3,Sales Executive,3,Married,1,Yes,5,3,5,4,3
1026,32,No,Travel_Rarely,Marketing,4,3,Sales Executive,4,Married,4,No,7,3,4,3,3
1027,34,No,Travel_Rarely,Life Sciences,4,2,Laboratory Technician,2,Married,5,No,7,2,5,4,2
1028,41,No,Travel_Rarely,Medical,2,4,Research Scientist,3,Married,2,Yes,7,5,4,2,3
1029,40,No,Non-Travel,Other,3,3,Laboratory Technician,3,Divorced,3,No,11,2,8,7,7
1030,31,No,Travel_Rarely,Life Sciences,1,3,Sales Executive,4,Divorced,1,No,13,5,13,7,9
1031,46,Yes,Travel_Rarely,Marketing,1,3,Sales Executive,4,Divorced,4,No,28,1,7,7,3
1032,39,Yes,Non-Travel,Life Sciences,1,2,Laboratory Technician,1,Single,2,Yes,11,2,1,0,0
1033,31,Yes,Travel_Frequently,Life Sciences,3,4,Manufacturing Director,2,Single,1,No,10,2,10,8,7
1034,45,No,Travel_Rarely,Medical,2,1,Healthcare Representative,1,Divorced,2,Yes,24,2,7,7,7
1035,31,No,Travel_Rarely,Medical,4,4,Human Resources,2,Single,9,No,8,3,3,2,2
1036,31,Yes,Travel_Frequently,Life Sciences,2,3,Laboratory Technician,4,Married,6,Yes,7,2,2,2,2
1037,45,No,Travel_Rarely,Technical Degree,2,3,Manufacturing Director,4,Married,4,Yes,10,4,3,1,2
1038,48,No,Travel_Rarely,Marketing,3,3,Sales Executive,1,Divorced,4,No,15,3,2,2,2
1039,34,Yes,Travel_Rarely,Technical Degree,1,3,Human Resources,3,Married,1,No,2,0,2,2,2
1040,40,No,Non-Travel,Medical,4,2,Research Director,2,Divorced,2,No,16,5,9,8,8
1041,28,No,Travel_Rarely,Medical,4,3,Sales Executive,1,Single,0,No,6,4,5,4,3
1042,44,No,Non-Travel,Life Sciences,3,2,Laboratory Technician,3,Single,3,No,7,5,5,2,3
1043,53,No,Travel_Rarely,Medical,4,4,Research Director,2,Single,4,No,35,2,9,8,8
1044,49,No,Travel_Rarely,Technical Degree,1,3,Healthcare Representative,3,Married,2,No,20,0,3,2,2
1045,40,No,Travel_Rarely,Medical,3,3,Research Scientist,3,Divorced,2,No,8,3,3,1,2
1046,44,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,2,Single,1,No,6,3,5,2,3
1047,33,No,Travel_Frequently,Medical,4,3,Sales Executive,1,Married,0,No,5,2,4,3,3
1048,34,No,Travel_Rarely,Other,4,1,Sales Executive,1,Single,3,No,15,2,13,9,12
1049,30,No,Travel_Rarely,Life Sciences,4,3,Sales Executive,3,Married,8,No,4,2,2,1,2
1050,42,No,Travel_Frequently,Medical,1,3,Laboratory Technician,4,Single,1,No,12,3,12,9,8
1051,44,No,Travel_Frequently,Marketing,1,3,Sales Executive,3,Married,7,No,11,4,1,0,0
1052,30,No,Non-Travel,Technical Degree,3,3,Research Scientist,3,Divorced,1,No,1,2,1,0,0
1053,57,No,Travel_Rarely,Life Sciences,2,4,Research Scientist,3,Married,0,No,13,2,12,9,8
1054,49,No,Travel_Rarely,Life Sciences,3,3,Healthcare Representative,2,Divorced,3,No,29,3,8,7,7
1055,34,No,Travel_Frequently,Medical,2,3,Research Director,1,Divorced,7,No,16,3,14,8,9
1056,28,Yes,Travel_Frequently,Technical Degree,1,3,Sales Representative,3,Married,3,No,5,3,3,2,2
1057,29,Yes,Travel_Frequently,Technical Degree,1,3,Sales Executive,2,Single,5,No,7,4,5,3,0
